,dp_id,MissedWeeds,MissedCrop,CasW,WasC,FPWeed,FPCrop,Total,labeled_instances,actual_instances
394,5ec5781268d373ba5bd7421c,3,0,0,0,0,1,4,7,10
395,5ec5781268d373ba5bd7421b,0,0,1,0,0,2,3,7,6
396,5ed4a778a658d9fd2b29895d,0,0,0,0,0,0,0,11,11
397,5ed48e145a7040d2bf98def6,6,0,0,0,0,0,6,4,10
398,5ed86c3d0c35ea930572af32,2,0,0,2,0,0,4,5,9
399,5ec5781268d373ba5bd7422f,7,0,0,1,0,0,8,1,9
400,5ec5781268d373ba5bd7422d,1,0,0,0,0,1,2,2,3
401,5ec5781268d373ba5bd7422b,1,0,0,0,0,0,1,1,2
402,5ec5781268d373ba5bd74228,3,0,0,0,0,3,6,2,5
403,5ed5af41da2a0ba85d40473d,1,0,0,0,0,0,1,2,3
404,5ed45d2c728824f99a423515,1,0,1,0,0,0,2,2,2
405,5ed470ab1ea028aaf3eabeca,0,0,0,0,0,0,0,2,2
406,5ec5781268d373ba5bd74347,0,0,0,0,0,1,1,1,1
407,5ec5781268d373ba5bd74346,0,0,0,0,0,0,0,1,1
408,5ed7201db444262cfb4233b0,0,1,0,0,0,0,1,4,4
409,5ec5781268d373ba5bd74343,0,0,0,0,2,0,2,4,2
410,5ecf8d634d72f7b9368d860f,9,2,0,0,0,0,11,5,14
411,5ec4e2cace7cf4e480e13eb0,1,1,0,0,0,0,2,12,13
412,5ec3a8d3a2ac22245c052141,2,2,0,0,0,0,4,21,23
413,5ec4e323ce7cf4e480e13eef,3,0,0,0,0,0,3,8,11
414,5ec3a8d3a2ac22245c052160,0,0,0,0,0,0,0,4,4
415,5ed4d514d38d407da5b8baba,0,0,0,0,0,0,0,7,7
416,5ecf6fdd36a43693d848f9c3,5,1,0,0,0,0,6,17,22
417,5ed06d7c441af70f33dd29f2,0,2,0,0,3,0,5,18,15
418,5ecf32b10a0333523a0dcefa,1,0,0,0,0,0,1,19,20
419,5ec3a8d3a2ac22245c052158,4,0,0,0,0,0,4,26,30
420,5ec3a8fe730e95cbc80858e0,3,0,0,0,0,0,3,23,26
421,5ec3a8fe730e95cbc80858f3,0,0,0,0,0,0,0,21,21
422,5ecf3abc37be35a39dd0955c,1,2,0,0,0,0,3,18,19
423,5ec4eca4ce7cf4e480e1436b,0,0,0,0,0,0,0,24,24
424,5ecf326d5dded677e5013904,1,2,0,0,0,0,3,9,10
425,5ec3a8d3a2ac22245c05216c,0,0,0,0,0,0,0,33,33
426,5ec3a8fe730e95cbc80858ef,1,5,0,0,0,0,6,20,21
427,5ec3a8fe730e95cbc80858ee,1,1,0,0,0,0,2,20,21
428,5ec3a8d3a2ac22245c05216b,0,0,0,0,0,0,0,16,16
429,5ed1b466dfcf712f44e281cb,5,2,0,0,0,0,7,26,31
430,5ec4e22fce7cf4e480e13ea2,2,3,0,0,0,0,5,37,39
431,5ece21cc846fe1465e812698,1,0,0,0,0,0,1,32,33
432,5ec3a8fe730e95cbc80858f7,0,0,0,0,0,0,0,20,20
433,5ec3a8d3a2ac22245c05216f,2,1,0,0,0,0,3,34,36
434,5ec3a8fe730e95cbc80858f6,1,2,0,0,0,0,3,31,32
435,5ec3a8fe730e95cbc80858f5,0,2,0,0,0,0,2,17,17
436,5ecb1b05535e92975917e529,2,5,1,0,0,0,8,17,18
437,5ec600f9d0e1c52c12cc28f6,1,1,0,0,0,0,2,13,14
438,5ecf71dc4aaf5cd224cc7b52,5,7,0,0,0,0,12,16,21
439,5ecf49fab92f1c22fe696239,0,1,0,0,0,0,1,29,29
440,5ec3a8fe730e95cbc80858c0,2,3,1,0,0,0,6,20,21
441,5ec3a8d3a2ac22245c0520e1,5,5,0,10,0,0,20,12,27
442,5ec3a8fe730e95cbc80858bf,7,1,0,0,0,0,8,22,29
443,5ece1c17d8ef958a6db6cad6,2,1,0,0,0,6,9,6,8
444,5ec3a8d3a2ac22245c052104,1,3,0,0,3,0,7,11,9
445,5ec3a8d3a2ac22245c052101,2,0,0,0,0,1,3,9,11
446,5ec3a8d3a2ac22245c0520ff,1,3,0,0,1,3,8,9,9
447,5ec3a8fe730e95cbc80858cc,0,2,2,0,0,0,4,17,15
448,5ecf2ff3ab6ed5c7ce4a0fc6,0,3,0,0,0,1,4,11,11
449,5ecf71640006db9b1da8c955,1,2,0,0,0,0,3,15,16
450,5ec4c9a6ce7cf4e480e13623,0,0,0,0,0,0,0,20,20
451,5ed0965864a59f3df06e940d,0,4,0,0,0,2,6,10,10
452,5ed850c2c404451ed9963d1a,0,0,1,0,0,0,1,31,30
453,5ed709068aa3002553ebbab7,0,0,0,0,0,0,0,16,16
454,5ed7063daa8745ad316c6b1a,0,0,0,0,0,4,4,1,1
455,5ec578f072632e48a4700fbb,0,0,0,0,0,4,4,1,1
456,5ed74cfd93fbca4e834cb56e,0,0,0,0,0,0,0,2,2
457,5ed75d64dd6089037e448dfb,0,0,0,0,0,0,0,2,2
458,5ed73fa1aa4f74e0cddc6789,0,0,0,0,2,2,4,3,1
459,5ec578f072632e48a4700efb,0,0,0,0,0,11,11,1,1
460,5ec578f072632e48a4700efa,0,0,0,0,0,5,5,2,2
461,5ec578f072632e48a4700edc,0,0,1,0,0,2,3,2,1
462,5ed7467b29a91c94a1c2d464,0,0,0,0,0,0,0,1,1
463,5ec578f072632e48a4700ed9,0,1,0,0,0,1,2,5,5
464,5ec3a8d3a2ac22245c052030,0,0,0,0,0,4,4,2,2
465,5ec3a8d3a2ac22245c05202e,0,4,0,0,0,1,5,3,3
466,5ecb197d77f45930b0e7b972,0,5,0,0,1,9,15,2,1
467,5ecf49d13e30f86f4b2e65b8,0,0,0,0,0,1,1,1,1
468,5ecf42ae878899e57e18b723,0,0,0,0,0,0,0,3,3
469,5ec3a8d3a2ac22245c052034,0,5,1,0,0,0,6,3,2
470,5ec4bf18ce7cf4e480e1310f,0,0,0,1,0,9,10,1,2
471,5ec3a8d3a2ac22245c05202b,0,0,0,0,0,2,2,1,1
472,5ec3a8d3a2ac22245c05202a,0,0,0,0,0,2,2,1,1
473,5ed075d1374949863bc83cb9,0,0,0,0,1,0,1,3,2
474,5ec3a8fe730e95cbc8085892,0,0,0,0,0,9,9,3,3
475,5ed059bbfdc89b2c5d6345c4,0,4,0,0,0,0,4,1,1
476,5ec3a8fe730e95cbc8085895,0,0,0,0,0,0,0,1,1
477,5ec3a8d3a2ac22245c052048,0,0,0,0,0,0,0,1,1
478,5ecf4a5c6406e78f8db2cc35,0,0,1,1,0,2,4,3,3
479,5ecf4a6600a5cc68b9b1259d,1,0,0,1,1,3,6,4,5
480,5ec3a8d3a2ac22245c05214e,0,10,0,0,0,0,10,1,1
481,5ece19feb95d3776aaddce77,0,0,0,0,0,0,0,1,1
482,5ecf8c63b30c0470888d7b0f,0,0,0,0,0,1,1,5,5
483,5ec3a8d3a2ac22245c052148,1,0,0,0,0,0,1,6,7
484,5ec3a8d3a2ac22245c052147,0,0,0,1,0,0,1,8,9
485,5ecc95611b483913afdebbc5,0,0,0,0,0,0,0,3,3
486,5ec3a8fe730e95cbc80858df,0,0,0,0,0,0,0,18,18
487,5ec3a8d3a2ac22245c052152,0,0,0,0,0,0,0,3,3
488,5ec3a8d3a2ac22245c05214c,0,1,0,0,0,10,11,3,3
489,5ecf15a178dc312915a847cf,0,0,0,0,0,0,0,3,3
490,5ec60d71d0e1c52c12cc2a38,0,0,0,0,0,0,0,1,1
491,5ecf8f4b32f7a9f5ef7a67bf,0,0,0,1,0,0,1,3,4
492,5ecf21ad2e0a202dec9ca35b,0,2,0,0,0,0,2,4,4
493,5ec3a8d3a2ac22245c0520aa,1,1,0,0,0,0,2,1,2
494,5ecf844a5dac08d74c26608b,0,0,0,0,0,0,0,11,11
495,5ec3a8fe730e95cbc808589e,0,0,0,1,2,0,3,7,6
496,5ed06f47a01012bb9b445504,0,0,0,1,0,0,1,1,2
497,5ecf2548296b11ac71c37c2a,0,0,0,0,0,0,0,2,2
498,5ecf48c15043e9f9b445fec4,0,1,0,0,0,0,1,4,4
499,5ec3a8d3a2ac22245c052099,0,1,0,0,0,2,3,5,5
500,5ece0ba83ce6c11099a4b0b7,0,0,0,0,0,0,0,4,4
501,5ed74a5293fbca4e834cb289,1,0,0,0,0,0,1,3,4
502,5ec578f072632e48a4700f0a,0,0,0,0,0,0,0,1,1
503,5ed5c9f4c8e012fec27e337d,0,0,0,0,0,2,2,6,6
504,5ed7030aeb0bc968bbe73479,0,0,0,0,0,0,0,8,8
505,5ec578f072632e48a4700f11,0,0,0,0,0,0,0,7,7
506,5ec578f072632e48a4700f10,0,0,0,0,0,1,1,1,1
507,5ec578f072632e48a4700f0f,0,0,0,0,0,0,0,2,2
508,5ed7747d644f76bdc923fb7c,0,0,1,0,0,0,1,2,1
509,5ed76564b4fe5f2aa416a9b7,0,0,0,1,0,0,1,3,4
510,5ed89bc28c7e77a8ff276dc3,0,0,0,2,0,0,2,4,6
511,5ec578f072632e48a4701003,0,0,0,2,0,4,6,2,4
512,5ed873d7f052f339a52f0505,0,0,0,0,0,0,0,1,1
513,5ed72f22ab233d91a80fdf44,0,0,0,0,0,0,0,9,9
514,5ed8939c4129c976dbda9efc,0,0,0,2,0,5,7,3,5
515,5ed88f5f94a83e47ebf536df,0,0,0,0,0,0,0,1,1
516,5ed746cf7851dc9e9fa99ccf,0,0,0,0,0,4,4,1,1
517,5ed7246ac9a477f99c52ea52,0,0,0,0,0,1,1,5,5
518,5ec578f072632e48a4700ee7,0,0,2,0,0,0,2,1,-1
519,5ed71d55c99b859ef2847572,0,0,0,0,1,1,2,2,1
520,5ec578f072632e48a4700ee8,0,0,0,0,0,0,0,7,7
521,5ed7413669f2209677eb9993,0,0,0,0,0,2,2,2,2
522,5ec578f072632e48a4700f29,0,0,0,0,0,0,0,3,3
523,5ed73f139e9f659ce337250d,0,0,0,0,0,0,0,2,2
524,5ec578f072632e48a4700f2d,1,0,0,0,2,9,12,9,8
525,5ed739344e90ad9123f32556,0,0,0,0,0,0,0,7,7
526,5ed73a54a9ba35957ef9c9fc,0,0,0,0,1,0,1,2,1
527,5ed726f04b5cd3fa2cf9f07f,0,0,0,0,0,4,4,2,2
528,5ed7126848b540a95a994458,0,0,0,0,0,0,0,4,4
529,5ed732fb8d10dcd8e6a34196,0,0,0,0,0,0,0,2,2
530,5ec578f072632e48a4700f75,0,0,0,0,0,2,2,1,1
531,5ec578f072632e48a4700f73,0,0,0,1,0,0,1,12,13
532,5ed716ed5d63428ecc8ae9a0,0,0,0,1,0,1,2,2,3
533,5ec578f072632e48a4700f71,1,0,0,0,0,0,1,5,6
534,5ec578f072632e48a4700f6e,0,0,0,0,0,1,1,7,7
535,5ed86d5c46eccdafc40cc877,0,0,0,0,0,0,0,4,4
536,5ed7392a312ade17772b5b1c,0,0,0,0,1,0,1,3,2
537,5ed720f14a662f507b5387a0,0,0,0,0,0,1,1,2,2
538,5ec578f072632e48a4700f6d,0,0,0,0,0,0,0,1,1
539,5ebb935c9790e00c2b01a080,10,0,2,0,0,0,12,5,13
540,5eb8bfdfa89cc8ea323ca5ca,2,0,0,0,0,0,2,9,11
541,5eb8bfdfa89cc8ea323ca5c9,4,0,0,0,0,0,4,1,5
542,5eb914eeea7c5638b643e726,0,0,0,0,0,0,0,3,3
543,5eb90716933e1d90095408a3,4,0,0,0,0,0,4,2,6
544,5eb8f4d7b0e3b48f8bb50620,0,0,0,0,0,0,0,2,2
545,5ebb7d1d14aa3c4411b8bad1,0,0,0,0,0,0,0,6,6
546,5ebb4d8b03c85910d598a4ad,5,0,0,1,0,0,6,8,14
547,5eb8eff397906ade773b3fc9,12,0,0,3,0,0,15,1,16
548,5eb9146a845ce53dfab70a2b,1,0,1,1,0,0,3,7,8
549,5eb8bfdfa89cc8ea323ca5e6,2,0,0,1,0,0,3,11,14
550,5eb8f91bef4a0ceed6f4f252,2,0,0,1,0,0,3,19,22
551,5eb8bfdfa89cc8ea323ca5dd,8,0,0,0,0,0,8,12,20
552,5eb8bfdfa89cc8ea323ca5dc,7,0,0,0,0,0,7,5,12
553,5eba0dee3fb943a40ae10ebf,6,0,0,2,0,0,8,9,17
554,5eb8eca64a8e1889905a9a0e,8,0,0,0,0,0,8,8,16
555,5eb9134b609d71574115a727,8,0,0,2,0,0,10,6,16
556,5eb8bfdfa89cc8ea323ca722,1,0,0,0,0,0,1,29,30
557,5eb8bfdfa89cc8ea323ca721,2,0,0,1,0,0,3,17,20
558,5eb8bfdfa89cc8ea323ca720,2,1,0,1,0,0,4,38,41
559,5eb8bfdfa89cc8ea323ca71f,10,0,0,1,0,0,11,18,29
560,5eb8bfdfa89cc8ea323ca71d,7,0,0,2,0,0,9,13,22
561,5eba3b3d5a6179ff307322f0,4,0,0,1,0,0,5,9,14
562,5eb8bfdfa89cc8ea323ca738,3,0,0,0,0,0,3,4,7
563,5eb8f4f11e14c61759559f62,2,0,0,0,0,0,2,13,15
564,5eba0a1b25c4294f63295b47,2,0,0,1,0,0,3,4,7
565,5eb8bfdfa89cc8ea323ca734,0,0,0,0,0,0,0,16,16
566,5eb8bfdfa89cc8ea323ca733,3,0,0,0,0,0,3,12,15
567,5eba80b65860dd667ad4afa0,8,0,0,0,0,0,8,3,11
568,5eb8bfdfa89cc8ea323ca72b,2,0,0,1,0,0,3,5,8
569,5eb8ee5ec248cbc6f9245d43,10,0,0,0,0,0,10,4,14
570,5eb8bfdfa89cc8ea323ca728,5,0,0,2,0,0,7,5,12
571,5eb8fe4eef4a0ceed6f4f2cb,9,0,0,0,0,0,9,6,15
572,5eba2e417abeef62cc1e78d1,0,0,0,0,0,0,0,17,17
573,5eb8cb4358d982911b19bcfb,3,0,0,0,0,0,3,1,4
574,5eb8bfdfa89cc8ea323ca628,3,0,0,0,0,0,3,8,11
575,5eb8bfdfa89cc8ea323ca627,2,0,0,1,0,0,3,2,5
576,5eb921214ccb2c552564e94d,3,0,0,0,0,0,3,3,6
577,5eba0c6b5ba10851ae331fe6,3,1,0,0,0,0,4,8,11
578,5eb94cc4a29dea3ae2e0c4db,1,0,0,0,1,0,2,11,11
579,5eb8bfdfa89cc8ea323ca649,6,0,0,0,0,0,6,2,8
580,5eb8fca2d5aac2d4174396ab,5,1,0,0,0,1,7,5,10
581,5eb8bfdfa89cc8ea323ca63a,8,0,0,0,0,0,8,3,11
582,5eb8bfdfa89cc8ea323ca638,8,0,0,0,0,0,8,5,13
583,5eb8bfdfa89cc8ea323ca653,4,1,2,0,0,0,7,33,35
584,5eb9010ab0442ef500f0af86,7,0,0,0,0,0,7,10,17
585,5eba20b479713c3a02070721,3,0,0,0,0,0,3,13,16
586,5eb8bfdfa89cc8ea323ca636,6,0,0,0,0,0,6,3,9
587,5eb8bfdfa89cc8ea323ca69b,2,1,0,0,0,0,3,18,20
588,5eb8e1d96176b6969afdaa15,12,0,0,0,0,0,12,12,24
589,5eb90b194a8e1889905a9c15,13,0,0,0,0,0,13,12,25
590,5eb8bfdfa89cc8ea323ca697,10,0,0,0,0,0,10,9,19
591,5eb8bfdfa89cc8ea323ca6cf,19,5,0,0,1,1,26,4,22
592,5eb8f8cac56b628e37d38a35,3,0,0,0,0,0,3,6,9
593,5eb8bfdfa89cc8ea323ca6c8,1,0,0,3,0,0,4,12,16
594,5eb8bfdfa89cc8ea323ca6c4,6,0,0,3,0,0,9,2,11
595,5eb8bfdfa89cc8ea323ca6c3,6,0,0,0,0,0,6,10,16
596,5eb8bfdfa89cc8ea323ca6c2,18,2,0,0,0,13,33,4,22
597,5ebb6abfa9874c8f970e294a,10,0,0,0,0,0,10,2,12
598,5eb8bfdfa89cc8ea323ca6bf,5,1,0,1,0,0,7,13,19
599,5eb8bfdfa89cc8ea323ca6bd,12,1,0,0,0,9,22,3,15
600,5eb9f957f97bb4f9db0cc5c1,6,0,0,2,0,0,8,3,11
601,5eb8bfdfa89cc8ea323ca6d5,4,0,0,2,0,0,6,7,13
602,5eb8bfdfa89cc8ea323ca6d4,3,0,0,0,1,9,13,8,10
603,5eb8bfdfa89cc8ea323ca6d1,7,1,0,0,0,0,8,1,8
604,5eba058eac6f0b0a2069b713,2,11,0,0,0,23,36,4,6
605,5eba3af90476c3749fa4b9ba,5,0,1,0,0,0,6,12,16
606,5ebb7e5186407db5669c9cf0,1,3,0,0,0,16,20,3,4
607,5eb8bfdfa89cc8ea323ca6dd,9,4,0,0,0,14,27,1,10
608,5eb8fafd49bf3e0927b57218,7,7,0,0,0,11,25,10,17
609,5eb905874a8e1889905a9ba3,9,4,0,0,0,12,25,4,13
610,5eb90fea3ea35257f92c7e0f,6,0,0,0,0,0,6,13,19
611,5eb8bfdfa89cc8ea323ca6ae,6,0,0,2,0,0,8,1,9
612,5eb8fd647149180c30146454,3,0,0,0,0,0,3,7,10
613,5eb8bfdfa89cc8ea323ca6ab,8,3,0,0,0,0,11,5,13
614,5eb8f7b54a8e1889905a9af2,12,3,0,0,0,0,15,3,15
615,5eb8bfdfa89cc8ea323ca6a7,11,7,0,0,0,0,18,4,15
616,5eba39bef3acb40a1f3166c6,12,0,0,0,0,0,12,2,14
617,5eb8f32a5febd7430b94e56f,5,1,0,0,0,0,6,6,11
618,5eba48e86b371f4339d2e9dc,10,2,0,0,1,0,13,16,25
619,5eba311ad74b2f56131213a6,16,2,0,0,0,0,18,17,33
620,5eb9fd89c4dd36ba281612ed,12,0,0,0,0,0,12,8,20
621,5ebb9a19a77e7d38e95128c6,12,3,0,1,0,0,16,19,32
622,5eb8e0b9c224030d3eb68b28,13,0,0,0,0,0,13,16,29
623,5eb9002c198acec4051da7e1,22,0,0,0,0,0,22,13,35
624,5eb8bfdfa89cc8ea323ca6a8,21,0,0,0,0,0,21,4,25
625,5eb8bfdfa89cc8ea323ca5fd,15,3,0,0,0,0,18,4,19
626,5eb8bfdfa89cc8ea323ca5f8,22,0,0,0,0,0,22,2,24
627,5eb8bfdfa89cc8ea323ca669,13,0,0,0,0,0,13,2,15
628,5eb92c225f290b1b6e41fef5,9,0,0,0,0,0,9,12,21
629,5ebb640cc34aad74a0df331b,5,0,0,0,0,0,5,16,21
630,5eb8bfdfa89cc8ea323ca65b,4,0,0,0,0,0,4,4,8
631,5eb8eab74f0f47c0d9415dd9,1,0,0,0,0,0,1,13,14
632,5eb8e87e6b956825d59507c9,5,0,0,0,0,0,5,21,26
633,5eb8bfdfa89cc8ea323ca673,4,0,2,0,5,0,11,16,13
634,5eb8bfdfa89cc8ea323ca670,0,0,0,0,0,0,0,1,1
635,5eb8bfdfa89cc8ea323ca64a,1,2,0,1,1,0,5,9,10
636,5eba3880ed75160b6848729a,0,0,0,1,0,0,1,5,6
637,5eb8f78ffd67f6abd64457b8,0,0,0,0,0,0,0,7,7
638,5eb8bfdfa89cc8ea323ca5d1,0,0,0,0,0,0,0,2,2
639,5eb8bfdfa89cc8ea323ca5d0,1,1,0,0,0,0,2,1,2
640,5eb9065ee30f25c8ab000be1,1,0,0,0,0,0,1,3,4
641,5eb8bfdfa89cc8ea323ca5ce,0,0,0,0,0,0,0,1,1
642,5eb8bfdfa89cc8ea323ca613,1,0,1,0,0,0,2,4,4
643,5eb8bfdfa89cc8ea323ca611,1,1,0,0,0,0,2,1,2
644,5eb8bfdfa89cc8ea323ca60b,1,0,0,0,0,0,1,4,5
645,5eb8bfdfa89cc8ea323ca608,1,1,1,0,0,0,3,5,5
646,5eb8bfdfa89cc8ea323ca607,4,3,0,0,0,0,7,4,8
647,5eb8bfdfa89cc8ea323ca606,4,0,0,0,0,0,4,8,12
648,5eb8bfdfa89cc8ea323ca604,1,0,0,0,0,0,1,2,3
649,5eb8bfdfa89cc8ea323ca601,4,0,0,0,0,0,4,10,14
650,5eb8bfdfa89cc8ea323ca5fc,7,0,0,0,0,0,7,2,9
651,5eba3957797291666f6530b0,2,0,0,0,0,0,2,8,10
652,5eb8bfdfa89cc8ea323ca61a,7,0,0,0,0,0,7,9,16
653,5eb8ee39e68657e8ad8c8820,3,2,1,0,0,0,6,8,10
654,5eb8bfdfa89cc8ea323ca60a,4,0,0,0,0,0,4,8,12
655,5eb8bfdfa89cc8ea323ca5fb,5,0,0,0,0,0,5,9,14
656,5eb8bfdfa89cc8ea323ca5fa,5,0,0,0,0,0,5,8,13
657,5ebcd7cae87ad538130b8d60,12,0,0,0,1,0,13,7,18
658,5eb8bfdfa89cc8ea323ca633,7,6,0,0,0,0,13,8,15
659,5eb8bfdfa89cc8ea323ca632,8,2,0,0,0,0,10,2,10
660,5eba0d67d5d09ecec06d3962,3,8,0,0,0,1,12,4,7
661,5eb8bfdfa89cc8ea323ca630,5,0,0,0,0,0,5,2,7
662,5eb908a7eaf5b3edef5f0a00,4,2,0,0,1,3,10,8,11
663,5eb8ed87be86cfb5bc040927,3,11,0,0,0,5,19,8,11
664,5eb8bfdfa89cc8ea323ca62d,1,0,0,1,0,0,2,6,8
665,5eba1ef280af43f827000b70,2,0,0,0,0,0,2,11,13
666,5eb8bfdfa89cc8ea323ca62b,4,1,0,0,0,3,8,6,10
667,5eb8e8b34ed529b81dde928b,8,0,0,0,0,0,8,6,14
668,5eb8bfdfa89cc8ea323ca629,5,1,0,1,0,9,16,1,7
669,5eba3b8dc93a0f33dbb62f88,0,5,0,1,1,3,10,3,3
670,5eb9108e3ea35257f92c7e1d,5,0,0,0,0,0,5,1,6
671,5eb8e09b7a323910dcdec4f5,2,0,0,0,1,0,3,8,9
672,5eb8bfdfa89cc8ea323ca61c,8,0,0,0,0,0,8,1,9
673,5eba0d7a8d4eadb54de2256c,9,0,0,0,0,0,9,4,13
674,5eb8bfdfa89cc8ea323ca686,2,3,0,0,0,0,5,1,3
675,5eb90acc50d910139996e885,1,0,0,0,0,0,1,1,2
676,5ebb7bc31710b7acc5551b76,2,0,0,0,0,0,2,3,5
677,5eb917c16148b360e1754f6a,6,1,0,0,0,0,7,5,11
678,5eb8bfdfa89cc8ea323ca681,0,0,0,0,0,0,0,6,6
679,5eba51f961933949eab5bcc7,1,0,1,0,1,0,3,5,4
680,5eba4dd1a18812eeba96ba6f,7,0,0,0,2,1,10,15,20
681,5eb8fc045690a06e6436e78b,1,2,0,0,0,0,3,3,4
682,5eb8bfdfa89cc8ea323ca67b,1,0,0,0,0,0,1,6,7
683,5eb8bfdfa89cc8ea323ca67a,0,0,0,0,0,0,0,1,1
684,5eb8efc397906ade773b3fc3,2,0,0,0,0,0,2,2,4
685,5eb8bfdfa89cc8ea323ca675,0,1,0,0,0,1,2,1,1
686,5eb8bfdfa89cc8ea323ca671,2,0,0,0,0,0,2,1,3
687,5eb8bfdfa89cc8ea323ca666,0,0,0,0,0,1,1,2,2
688,5eb922721d6c504a6214332e,1,0,0,0,0,0,1,2,3
689,5eba237588f54b38d4ebb1fe,0,0,0,0,0,0,0,4,4
690,5eb8ef58b44e127f76085983,0,1,0,0,0,1,2,1,1
691,5eb8fb81ffd4698f8dde2a3f,0,2,0,0,0,0,2,4,4
692,5eb8bfdfa89cc8ea323ca68a,4,0,0,0,0,0,4,3,7
693,5eb8bfdfa89cc8ea323ca689,0,0,0,0,0,0,0,1,1
694,5ebbb3beab8e9a3e10c692c5,0,0,0,0,0,0,0,2,2
695,5ebb8544839f93f44cd3b9e5,1,0,0,0,0,0,1,1,2
696,5eb8bfdfa89cc8ea323ca718,0,1,0,0,0,1,2,6,6
697,5eb8bfdfa89cc8ea323ca715,0,0,0,1,0,0,1,4,5
698,5eb8bfdfa89cc8ea323ca70a,0,1,0,0,4,2,7,2,-2
699,5eb8bfdfa89cc8ea323ca708,0,0,0,1,0,1,2,5,6
700,5eb8bfdfa89cc8ea323ca706,0,0,0,0,0,1,1,1,1
701,5eb8de21ad5e75c349850ad6,4,1,0,0,0,0,5,1,5
702,5eba11bc4d6dc5a0a51df3b2,0,0,0,0,0,0,0,3,3
703,5eba32895171c93e91707b0c,0,0,0,0,0,0,0,4,4
704,5eb8bfdfa89cc8ea323ca6ea,2,0,0,0,0,0,2,10,12
705,5eb9721a11f03b04497a9db6,6,0,0,0,0,0,6,7,13
706,5eb8bfdfa89cc8ea323ca6e7,3,0,0,0,0,0,3,9,12
707,5eb8fc0bb0442ef500f0af4a,4,0,0,0,0,0,4,5,9
708,5eb9742d11f03b04497a9deb,0,0,0,0,0,0,0,2,2
709,5eb8bfdfa89cc8ea323ca749,0,0,0,0,0,0,0,1,1
710,5eb8d246abcb57da21666b83,2,0,0,0,0,0,2,3,5
711,5eb8d31dfec8aafdcfe35013,1,0,0,0,0,0,1,2,3
712,5eb8bfdfa89cc8ea323ca761,1,0,0,0,0,0,1,4,5
713,5eb8bfdfa89cc8ea323ca75f,1,0,0,0,0,0,1,7,8
714,5eb8bfdfa89cc8ea323ca75d,2,1,0,0,0,0,3,2,4
715,5eb8f97cef4a0ceed6f4f25e,1,1,2,0,0,0,4,8,7
716,5eb8bfdfa89cc8ea323ca754,0,0,0,0,0,0,0,6,6
717,5eb9610e2dd0464380ebeb27,5,0,0,0,0,0,5,1,6
718,5eb8bfdfa89cc8ea323ca76b,6,0,0,0,0,0,6,1,7
719,5eb8bfdfa89cc8ea323ca76a,3,0,0,0,0,0,3,2,5
720,5eb8f458ec15e99474cafd05,6,0,0,0,0,0,6,5,11
721,5eba0c6f1708bfc79bfdfad1,4,0,0,0,0,0,4,10,14
722,5eb8bfdfa89cc8ea323ca767,10,0,0,0,0,0,10,4,14
